,DATE,gdp,MSA,State,1_Year_change
25,2007-01-01,81024.0,San Francisco-Oakland-Hayward,CA (MSA),0.027571337983512967
26,2008-01-01,82105.0,San Francisco-Oakland-Hayward,CA (MSA),0.013341725908372792
27,2009-01-01,77002.0,San Francisco-Oakland-Hayward,CA (MSA),-0.06215212228244327
28,2010-01-01,74107.0,San Francisco-Oakland-Hayward,CA (MSA),-0.037596426066855426
29,2011-01-01,73032.0,San Francisco-Oakland-Hayward,CA (MSA),-0.014506052059859442
30,2012-01-01,75658.0,San Francisco-Oakland-Hayward,CA (MSA),0.03595684083689332
31,2013-01-01,77352.0,San Francisco-Oakland-Hayward,CA (MSA),0.022390229717941246
32,2014-01-01,80098.0,San Francisco-Oakland-Hayward,CA (MSA),0.03550005171165571
33,2015-01-01,83556.0,San Francisco-Oakland-Hayward,CA (MSA),0.04317211416015376
34,2016-01-01,87536.0,San Francisco-Oakland-Hayward,CA (MSA),0.04763272535784391
35,2017-01-01,89978.0,San Francisco-Oakland-Hayward,CA (MSA),0.027897093767135894
36,2001-01-01,1204161.692,New York-Newark-Jersey City,NY-NJ-PA,
37,2002-01-01,1198047.066,New York-Newark-Jersey City,NY-NJ-PA,-0.005077911081728614
38,2003-01-01,1201827.083,New York-Newark-Jersey City,NY-NJ-PA,0.0031551489981278547
39,2004-01-01,1228205.867,New York-Newark-Jersey City,NY-NJ-PA,0.02194890127966942
40,2005-01-01,1266533.467,New York-Newark-Jersey City,NY-NJ-PA,0.03120616912018037
41,2006-01-01,1291805.489,New York-Newark-Jersey City,NY-NJ-PA,0.019953694599054828
42,2007-01-01,1299845.929,New York-Newark-Jersey City,NY-NJ-PA,0.006224187827398087
43,2008-01-01,1272070.627,New York-Newark-Jersey City,NY-NJ-PA,-0.021368149393957814
44,2009-01-01,1300130.723,New York-Newark-Jersey City,NY-NJ-PA,0.022058599109528787
45,2010-01-01,1343980.498,New York-Newark-Jersey City,NY-NJ-PA,0.033727204675863875
46,2011-01-01,1344866.588,New York-Newark-Jersey City,NY-NJ-PA,0.0006593027215191505
47,2012-01-01,1401401.443,New York-Newark-Jersey City,NY-NJ-PA,0.042037519189226824
48,2013-01-01,1409970.761,New York-Newark-Jersey City,NY-NJ-PA,0.006114820305633151
49,2014-01-01,1429858.861,New York-Newark-Jersey City,NY-NJ-PA,0.014105327961478231
50,2015-01-01,1459525.537,New York-Newark-Jersey City,NY-NJ-PA,0.0207479750688484
51,2016-01-01,1488016.221,New York-Newark-Jersey City,NY-NJ-PA,0.019520510794597934
52,2017-01-01,1511894.815,New York-Newark-Jersey City,NY-NJ-PA,0.01604726726967587
53,2018-01-01,1555852.33,New York-Newark-Jersey City,NY-NJ-PA,0.029074453172193815
54,2019-01-01,1573857.186,New York-Newark-Jersey City,NY-NJ-PA,0.01157234247288752
55,2001-01-01,59117.0,Denver-Aurora-Lakewood,CO (MSA),
56,2002-01-01,58530.0,Denver-Aurora-Lakewood,CO (MSA),-0.009929461914508497
57,2003-01-01,58709.0,Denver-Aurora-Lakewood,CO (MSA),0.0030582607209976853
58,2004-01-01,58995.0,Denver-Aurora-Lakewood,CO (MSA),0.004871484780868407
59,2005-01-01,61359.0,Denver-Aurora-Lakewood,CO (MSA),0.04007119247393853
60,2006-01-01,61311.0,Denver-Aurora-Lakewood,CO (MSA),-0.0007822813279225738
61,2007-01-01,60781.0,Denver-Aurora-Lakewood,CO (MSA),-0.008644452055911689
62,2008-01-01,61371.0,Denver-Aurora-Lakewood,CO (MSA),0.00970698079992105
63,2009-01-01,59488.0,Denver-Aurora-Lakewood,CO (MSA),-0.030682244056639107
64,2010-01-01,59201.0,Denver-Aurora-Lakewood,CO (MSA),-0.00482450242065624
65,2011-01-01,58867.0,Denver-Aurora-Lakewood,CO (MSA),-0.00564179659127384
66,2012-01-01,59678.0,Denver-Aurora-Lakewood,CO (MSA),0.013776818930810064
67,2013-01-01,59328.0,Denver-Aurora-Lakewood,CO (MSA),-0.005864807801870042
68,2014-01-01,61649.0,Denver-Aurora-Lakewood,CO (MSA),0.03912149406688248
69,2015-01-01,63166.0,Denver-Aurora-Lakewood,CO (MSA),0.024607049587179075
70,2016-01-01,62947.0,Denver-Aurora-Lakewood,CO (MSA),-0.003467055061267099
71,2017-01-01,64379.0,Denver-Aurora-Lakewood,CO (MSA),0.022749297027658155
72,2001-01-01,255588.329,Atlanta-Sandy Springs-Roswell,GA,
73,2002-01-01,258265.376,Atlanta-Sandy Springs-Roswell,GA,0.010474058070155445
74,2003-01-01,265862.457,Atlanta-Sandy Springs-Roswell,GA,0.029415793621518915
75,2004-01-01,279097.237,Atlanta-Sandy Springs-Roswell,GA,0.04978055250576441
76,2005-01-01,291832.447,Atlanta-Sandy Springs-Roswell,GA,0.04563001102013753
77,2006-01-01,292848.54,Atlanta-Sandy Springs-Roswell,GA,0.0034817684272099303
78,2007-01-01,293958.262,Atlanta-Sandy Springs-Roswell,GA,0.0037894059502567856
79,2008-01-01,285603.018,Atlanta-Sandy Springs-Roswell,GA,-0.02842323241113731
80,2009-01-01,272399.465,Atlanta-Sandy Springs-Roswell,GA,-0.04623043934360649
81,2010-01-01,277407.869,Atlanta-Sandy Springs-Roswell,GA,0.0183862475647667
82,2011-01-01,283393.539,Atlanta-Sandy Springs-Roswell,GA,0.02157714567210056
83,2012-01-01,287373.839,Atlanta-Sandy Springs-Roswell,GA,0.014045133188445691
84,2013-01-01,293252.357,Atlanta-Sandy Springs-Roswell,GA,0.020455995648233083
85,2014-01-01,306798.33,Atlanta-Sandy Springs-Roswell,GA,0.04619220502974497
86,2015-01-01,321771.292,Atlanta-Sandy Springs-Roswell,GA,0.048803922759292684
87,2016-01-01,336828.238,Atlanta-Sandy Springs-Roswell,GA,0.04679393834798651
88,2017-01-01,351449.177,Atlanta-Sandy Springs-Roswell,GA,0.0434076996834214
89,2018-01-01,366280.393,Atlanta-Sandy Springs-Roswell,GA,0.042200172800518354
90,2019-01-01,371826.639,Atlanta-Sandy Springs-Roswell,GA,0.015142077233710971
91,2001-01-01,144584.889,San Diego-Carlsbad,CA,
92,2002-01-01,151098.666,San Diego-Carlsbad,CA,0.04505157520299363
93,2003-01-01,159728.402,San Diego-Carlsbad,CA,0.05711325075497364
94,2004-01-01,169143.307,San Diego-Carlsbad,CA,0.058943211614926216
95,2005-01-01,178151.4,San Diego-Carlsbad,CA,0.05325716494357047
96,2006-01-01,181854.47,San Diego-Carlsbad,CA,0.02078608419580208
97,2007-01-01,184345.597,San Diego-Carlsbad,CA,0.013698464491964435
98,2008-01-01,181694.196,San Diego-Carlsbad,CA,-0.014382773676986815
99,2009-01-01,172794.945,San Diego-Carlsbad,CA,-0.0489792805489504
100,2010-01-01,174419.306,San Diego-Carlsbad,CA,0.009400512266142913
101,2011-01-01,177990.381,San Diego-Carlsbad,CA,0.020474081005688483
102,2012-01-01,180309.903,San Diego-Carlsbad,CA,0.013031726697635415
103,2013-01-01,187349.509,San Diego-Carlsbad,CA,0.039041704769815055
104,2014-01-01,193818.332,San Diego-Carlsbad,CA,0.03452810223270997
105,2015-01-01,201166.675,San Diego-Carlsbad,CA,0.03791356020956771
106,2016-01-01,204667.39,San Diego-Carlsbad,CA,0.01740206224515073
107,2017-01-01,211115.497,San Diego-Carlsbad,CA,0.03150529744870445
108,2018-01-01,217509.581,San Diego-Carlsbad,CA,0.030287137092546157
109,2019-01-01,222272.562,San Diego-Carlsbad,CA,0.021897798607777297
110,2001-01-01,45879.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),
111,2002-01-01,46875.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.02170927875498596
112,2003-01-01,48957.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.04441600000000001
113,2004-01-01,49742.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.016034479236881394
114,2005-01-01,50977.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.024828113063407153
115,2006-01-01,50755.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),-0.004354905153304389
116,2007-01-01,49489.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),-0.0249433553344498
117,2008-01-01,47613.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),-0.037907413768716314
118,2009-01-01,44585.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),-0.06359607670174117
119,2010-01-01,43231.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),-0.03036895816978802
120,2011-01-01,43638.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.009414540491776702
121,2012-01-01,43562.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),-0.0017416013566158295
122,2013-01-01,44071.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.011684495661356209
123,2014-01-01,44565.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.011209185178461922
124,2015-01-01,45712.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.025737686525300063
125,2016-01-01,46284.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.012513125656282709
126,2017-01-01,46769.0,Sacramento--Roseville--Arden-Arcade,CA (MSA),0.010478783164808547
127,2001-01-01,36850.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),
128,2002-01-01,38667.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.04930800542740843
129,2003-01-01,39250.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.015077456228825614
130,2004-01-01,40135.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.02254777070063696
131,2005-01-01,40669.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.013305095303351111
132,2006-01-01,41649.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.024096978042243533
133,2007-01-01,41061.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),-0.014117986026075058
134,2008-01-01,41102.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.0009985144053967776
135,2009-01-01,41764.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.016106272200866245
136,2010-01-01,42727.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.02305813619385111
137,2011-01-01,43222.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.01158518033093836
138,2012-01-01,43057.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),-0.0038175003470455326
139,2013-01-01,42842.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),-0.004993380867222563
140,2014-01-01,43393.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.012861210961206293
141,2015-01-01,44109.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.01650035720047005
142,2016-01-01,44791.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.015461697159309784
143,2017-01-01,44843.0,Buffalo-Cheektowaga-Niagara Falls,NY (MSA),0.0011609475117768664
144,2001-01-01,43017.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),
145,2002-01-01,43090.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.0016970035102401582
146,2003-01-01,44747.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.0384543977721048
147,2004-01-01,49458.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.10528080094754966
148,2005-01-01,50384.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.01872295685227865
149,2006-01-01,54853.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.08869879326770413
150,2007-01-01,56519.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.030372085391865422
151,2008-01-01,60029.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.06210300960738868
152,2009-01-01,59369.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),-0.010994685901814072
153,2010-01-01,63343.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.06693729050514574
154,2011-01-01,65796.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.03872566818748724
155,2012-01-01,62396.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),-0.05167487385251379
156,2013-01-01,60155.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),-0.0359157638310148
157,2014-01-01,60340.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.003075388579502958
158,2015-01-01,61578.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.020517069937023624
159,2016-01-01,62715.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.018464386631589225
160,2017-01-01,63817.0,Portland-Vancouver-Hillsboro,OR-WA (MSA),0.01757155385473963
161,2001-01-01,42721.0,Bend-Redmond,OR (MSA),
162,2002-01-01,44173.0,Bend-Redmond,OR (MSA),0.03398796844643148
163,2003-01-01,44483.0,Bend-Redmond,OR (MSA),0.00701786158965878
164,2004-01-01,43151.0,Bend-Redmond,OR (MSA),-0.02994402355956205
165,2005-01-01,44215.0,Bend-Redmond,OR (MSA),0.02465759773817533
166,2006-01-01,45661.0,Bend-Redmond,OR (MSA),0.03270383354065354
167,2007-01-01,43180.0,Bend-Redmond,OR (MSA),-0.05433520947854842
168,2008-01-01,40226.0,Bend-Redmond,OR (MSA),-0.0684113015284854
169,2009-01-01,36674.0,Bend-Redmond,OR (MSA),-0.08830109879182613
170,2010-01-01,36303.0,Bend-Redmond,OR (MSA),-0.01011615858646453
171,2011-01-01,37368.0,Bend-Redmond,OR (MSA),0.029336418477811765
172,2012-01-01,38366.0,Bend-Redmond,OR (MSA),0.02670734318133161
173,2013-01-01,39354.0,Bend-Redmond,OR (MSA),0.025751967888234306
174,2014-01-01,41296.0,Bend-Redmond,OR (MSA),0.049346953295726026
175,2015-01-01,43494.0,Bend-Redmond,OR (MSA),0.05322549399457577
176,2016-01-01,46604.0,Bend-Redmond,OR (MSA),0.0715041155101852
177,2017-01-01,46982.0,Bend-Redmond,OR (MSA),0.00811089176894697
178,2001-01-01,47003.0,Orlando-Kissimmee-Sanford,FL (MSA),
179,2002-01-01,46755.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.005276258962193858
180,2003-01-01,48635.0,Orlando-Kissimmee-Sanford,FL (MSA),0.0402096032509891
181,2004-01-01,49594.0,Orlando-Kissimmee-Sanford,FL (MSA),0.019718309859154903
182,2005-01-01,50391.0,Orlando-Kissimmee-Sanford,FL (MSA),0.01607049239827396
183,2006-01-01,50738.0,Orlando-Kissimmee-Sanford,FL (MSA),0.006886150304617811
184,2007-01-01,51733.0,Orlando-Kissimmee-Sanford,FL (MSA),0.01961054830698883
185,2008-01-01,50666.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.020625132893897558
186,2009-01-01,46941.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.0735207042197924
187,2010-01-01,46251.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.014699303380839801
188,2011-01-01,45441.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.017513134851138368
189,2012-01-01,44635.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.01773728571114197
190,2013-01-01,47814.0,Orlando-Kissimmee-Sanford,FL (MSA),0.0712221350957769
191,2014-01-01,45758.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.04299995817124691
192,2015-01-01,46305.0,Orlando-Kissimmee-Sanford,FL (MSA),0.011954193802176771
193,2016-01-01,45981.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.006997084548104993
194,2017-01-01,45807.0,Orlando-Kissimmee-Sanford,FL (MSA),-0.0037841717231029692
195,2001-01-01,56072.0,Naples-Immokalee-Marco Island,FL (MSA),
196,2002-01-01,54662.0,Naples-Immokalee-Marco Island,FL (MSA),-0.02514624054786707
197,2003-01-01,51135.0,Naples-Immokalee-Marco Island,FL (MSA),-0.0645238008122645
198,2004-01-01,49431.0,Naples-Immokalee-Marco Island,FL (MSA),-0.033323555294807905
199,2005-01-01,51714.0,Naples-Immokalee-Marco Island,FL (MSA),0.04618559203738548
200,2006-01-01,52472.0,Naples-Immokalee-Marco Island,FL (MSA),0.014657539544417286
201,2007-01-01,50091.0,Naples-Immokalee-Marco Island,FL (MSA),-0.045376581796005455
202,2008-01-01,44033.0,Naples-Immokalee-Marco Island,FL (MSA),-0.12093988940128964
203,2009-01-01,39508.0,Naples-Immokalee-Marco Island,FL (MSA),-0.10276383621374874
204,2010-01-01,39569.0,Naples-Immokalee-Marco Island,FL (MSA),0.0015439910904120335
205,2011-01-01,38735.0,Naples-Immokalee-Marco Island,FL (MSA),-0.021077105815158315
206,2012-01-01,38867.0,Naples-Immokalee-Marco Island,FL (MSA),0.0034077707499677867
207,2013-01-01,38347.0,Naples-Immokalee-Marco Island,FL (MSA),-0.0133789590140736
208,2014-01-01,40083.0,Naples-Immokalee-Marco Island,FL (MSA),0.045270816491511656
209,2015-01-01,41913.0,Naples-Immokalee-Marco Island,FL (MSA),0.045655265324451744
210,2016-01-01,42128.0,Naples-Immokalee-Marco Island,FL (MSA),0.00512967337103043
211,2017-01-01,41859.0,Naples-Immokalee-Marco Island,FL (MSA),-0.00638530193695408
212,2001-01-01,48438.0,Cleveland-Elyria,OH (MSA),
213,2002-01-01,49283.0,Cleveland-Elyria,OH (MSA),0.017444981213097233
214,2003-01-01,50710.0,Cleveland-Elyria,OH (MSA),0.02895521782359034
215,2004-01-01,52054.0,Cleveland-Elyria,OH (MSA),0.02650364819562223
216,2005-01-01,52878.0,Cleveland-Elyria,OH (MSA),0.01582971529565458
217,2006-01-01,53005.0,Cleveland-Elyria,OH (MSA),0.002401754983168747
218,2007-01-01,54172.0,Cleveland-Elyria,OH (MSA),0.02201679086878605
219,2008-01-01,53093.0,Cleveland-Elyria,OH (MSA),-0.019918038839252805
220,2009-01-01,49650.0,Cleveland-Elyria,OH (MSA),-0.06484847343340927
221,2010-01-01,50251.0,Cleveland-Elyria,OH (MSA),0.012104733131923506
222,2011-01-01,51468.0,Cleveland-Elyria,OH (MSA),0.024218423513959975
223,2012-01-01,52529.0,Cleveland-Elyria,OH (MSA),0.020614750913188873
224,2013-01-01,53224.0,Cleveland-Elyria,OH (MSA),0.01323078680348
225,2014-01-01,54589.0,Cleveland-Elyria,OH (MSA),0.02564632496618069
226,2015-01-01,56261.0,Cleveland-Elyria,OH (MSA),0.030628881276447695
227,2016-01-01,56815.0,Cleveland-Elyria,OH (MSA),0.009846963260518038
228,2017-01-01,58470.0,Cleveland-Elyria,OH (MSA),0.02912963125935053
229,2001-01-01,38607.0,Providence-Warwick,RI-MA (MSA),
230,2002-01-01,39489.0,Providence-Warwick,RI-MA (MSA),0.02284559794855845
231,2003-01-01,40907.0,Providence-Warwick,RI-MA (MSA),0.03590873407784456
232,2004-01-01,41831.0,Providence-Warwick,RI-MA (MSA),0.022587821155303445
233,2005-01-01,42304.0,Providence-Warwick,RI-MA (MSA),0.011307403600200772
234,2006-01-01,43456.0,Providence-Warwick,RI-MA (MSA),0.027231467473525006
235,2007-01-01,42613.0,Providence-Warwick,RI-MA (MSA),-0.019398932253313683
236,2008-01-01,42106.0,Providence-Warwick,RI-MA (MSA),-0.011897777673479881
237,2009-01-01,40942.0,Providence-Warwick,RI-MA (MSA),-0.027644516220966087
238,2010-01-01,41814.0,Providence-Warwick,RI-MA (MSA),0.0212984221581749
239,2011-01-01,41719.0,Providence-Warwick,RI-MA (MSA),-0.0022719663270674983
240,2012-01-01,42310.0,Providence-Warwick,RI-MA (MSA),0.014166207243701878
241,2013-01-01,42235.0,Providence-Warwick,RI-MA (MSA),-0.0017726305837862943
242,2014-01-01,42554.0,Providence-Warwick,RI-MA (MSA),0.0075529773884219775
243,2015-01-01,43577.0,Providence-Warwick,RI-MA (MSA),0.02404004323917852
244,2016-01-01,43703.0,Providence-Warwick,RI-MA (MSA),0.0028914335543979153
245,2017-01-01,44253.0,Providence-Warwick,RI-MA (MSA),0.012584948401711538
246,2001-01-01,220489.931,Detroit-Warren-Dearborn,MI,
247,2002-01-01,225370.267,Detroit-Warren-Dearborn,MI,0.022134053822167488
248,2003-01-01,229269.82,Detroit-Warren-Dearborn,MI,0.017302872521334
249,2004-01-01,228640.367,Detroit-Warren-Dearborn,MI,-0.0027454681998704267
250,2005-01-01,232553.236,Detroit-Warren-Dearborn,MI,0.017113640304819766
251,2006-01-01,224327.467,Detroit-Warren-Dearborn,MI,-0.03537155251625912
252,2007-01-01,222584.319,Detroit-Warren-Dearborn,MI,-0.007770550897363004
253,2008-01-01,208061.351,Detroit-Warren-Dearborn,MI,-0.06524704015649907
254,2009-01-01,185026.134,Detroit-Warren-Dearborn,MI,-0.11071357986135544
255,2010-01-01,197225.821,Detroit-Warren-Dearborn,MI,0.06593493976369857
256,2011-01-01,205503.795,Detroit-Warren-Dearborn,MI,0.04197206003771692
257,2012-01-01,212218.111,Detroit-Warren-Dearborn,MI,0.03267246719215078
258,2013-01-01,215910.918,Detroit-Warren-Dearborn,MI,0.01740099835305764
259,2014-01-01,218496.046,Detroit-Warren-Dearborn,MI,0.011973123100703864
260,2015-01-01,222803.77,Detroit-Warren-Dearborn,MI,0.019715340752665123
261,2016-01-01,227292.727,Detroit-Warren-Dearborn,MI,0.020147580985725888
262,2017-01-01,229815.511,Detroit-Warren-Dearborn,MI,0.011099272877305832
263,2018-01-01,235105.362,Detroit-Warren-Dearborn,MI,0.023017815364081207
264,2019-01-01,237089.292,Detroit-Warren-Dearborn,MI,0.008438471939232084
265,2001-01-01,514160.632,Chicago-Naperville-Elgin,IL-IN-WI,
266,2002-01-01,516901.567,Chicago-Naperville-Elgin,IL-IN-WI,0.005330892389287412
267,2003-01-01,523536.761,Chicago-Naperville-Elgin,IL-IN-WI,0.012836474918250795
268,2004-01-01,537784.477,Chicago-Naperville-Elgin,IL-IN-WI,0.027214356395500516
269,2005-01-01,550057.167,Chicago-Naperville-Elgin,IL-IN-WI,0.022820833484191505
270,2006-01-01,558927.263,Chicago-Naperville-Elgin,IL-IN-WI,0.016125771160072855
271,2007-01-01,565096.635,Chicago-Naperville-Elgin,IL-IN-WI,0.011037879896726333
272,2008-01-01,550541.308,Chicago-Naperville-Elgin,IL-IN-WI,-0.025757235308966342
273,2009-01-01,530774.179,Chicago-Naperville-Elgin,IL-IN-WI,-0.03590489707631517
274,2010-01-01,538596.641,Chicago-Naperville-Elgin,IL-IN-WI,0.014737834486858059
275,2011-01-01,547116.021,Chicago-Naperville-Elgin,IL-IN-WI,0.01581773696951072
276,2012-01-01,561292.438,Chicago-Naperville-Elgin,IL-IN-WI,0.02591117140764565
277,2013-01-01,563328.97,Chicago-Naperville-Elgin,IL-IN-WI,0.003628290463446371
278,2014-01-01,579750.876,Chicago-Naperville-Elgin,IL-IN-WI,0.02915153822108607
279,2015-01-01,594766.217,Chicago-Naperville-Elgin,IL-IN-WI,0.025899643487558688
280,2016-01-01,596449.969,Chicago-Naperville-Elgin,IL-IN-WI,0.002830947609117729
281,2017-01-01,601602.146,Chicago-Naperville-Elgin,IL-IN-WI,0.008638070697929656
282,2018-01-01,615470.781,Chicago-Naperville-Elgin,IL-IN-WI,0.023052834987726367
283,2019-01-01,618616.499,Chicago-Naperville-Elgin,IL-IN-WI,0.005111076101596446
284,2001-01-01,66598.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),
285,2002-01-01,67422.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.01237274392624399
286,2003-01-01,69170.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.025926255524902908
287,2004-01-01,72028.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.041318490675148256
288,2005-01-01,73848.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.025267951352251794
289,2006-01-01,74470.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.008422706099014299
290,2007-01-01,74819.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.00468645091983344
291,2008-01-01,75216.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.005306138815006856
292,2009-01-01,74023.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),-0.015860987024037487
293,2010-01-01,75238.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.016413817327046942
294,2011-01-01,74927.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),-0.004133549536138648
295,2012-01-01,74102.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),-0.011010717097975409
296,2013-01-01,72431.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),-0.022549998650508774
297,2014-01-01,71985.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),-0.006157584459692722
298,2015-01-01,72689.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.00977981523928606
299,2016-01-01,73281.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.008144285930471007
300,2017-01-01,74000.0,Washington-Arlington-Alexandria,DC-VA-MD-WV (MSA),0.0098115473315048
301,2001-01-01,57092.0,Dallas-Fort Worth-Arlington,TX (MSA),
302,2002-01-01,57376.0,Dallas-Fort Worth-Arlington,TX (MSA),0.004974427240243884
303,2003-01-01,55578.0,Dallas-Fort Worth-Arlington,TX (MSA),-0.0313371444506414
304,2004-01-01,55928.0,Dallas-Fort Worth-Arlington,TX (MSA),0.006297455827845466
305,2005-01-01,56823.0,Dallas-Fort Worth-Arlington,TX (MSA),0.01600271778000284
